# x        y
0.0	-11.833751756499437
0.2	-8.001143997776573
0.4	-6.5935324735238865
0.6	-3.0906888511076644
0.8	-1.2647191698399418
1.0	-0.7309174139699425
1.2	1.3385781319346544
1.4	3.523854701244619
1.6	-1.805831120069945
1.8	3.5065615114736914
2.0	1.8520092816359939
2.2	2.392471759309212
2.4	0.5958462140986677
2.6	-0.5855634518154093
2.8	-1.456392381941921
3.0	-1.2376022531802007
3.2	-0.6662061906102528
3.4	0.8658414527612562
3.6	-1.3423351227661962
3.8	0.4507006361078135
4.0	0.11236239403756441
4.2	-0.9047329145053374
4.4	0.984063879600548
4.6	4.044713142006162
4.8	7.5708614101874945
5.0	9.746641914896307
